TimeToExpiration,Strike,CallMktPrice,PutMktPrice,TotalImplVar,logStrike,CallBidPrice,CallAskPrice,PutBidPrice,PutAskPrice
0.0465444191188046,4625,16.55,105.25,0.000909596067122005,0.0193288100082784,16.3,16.8,103.6,106.9
0.0465444191188046,4630,15.25,108.85,0.000909596067122005,0.0204093071420326,15,15.5,107.2,110.5
0.0465444191188046,4635,13.95,112.5,0.000909596067122005,0.0214886380617084,13.7,14.2,110.8,114.2
0.0465444191188046,4640,12.8,116.35,0.000909596067122005,0.0225668052820539,12.5,13.1,114.6,118.1
0.0465444191188046,4645,11.7,120.35,0.000909596067122005,0.0236438113096919,11.4,12,118.6,122.1
0.0465444191188046,4650,10.65,124.3,0.000909596067122005,0.024719658643155,10.4,10.9,122.5,126.1
0.0465444191188046,4655,9.75,128.3,0.000909596067122005,0.0257943497729205,9.5,10,126.5,130.1
0.0465444191188046,4660,8.85,132.45,0.000909596067122005,0.0268678871814446,8.6,9.1,130.7,134.2
0.0465444191188046,4665,8.05,136.6,0.000909596067122005,0.0279402733431971,7.8,8.3,134.8,138.4
0.0465444191188046,4670,7.25,141,0.000909596067122005,0.0290115107246959,7,7.5,139.1,142.9
0.0465444191188046,4675,6.6,144.85,0.000909596067122005,0.0300816017845403,6.4,6.8,144,145.7
0.0465444191188046,4680,6,149.6,0.000909596067122005,0.0311505489734454,5.8,6.2,147.8,151.4
0.0465444191188046,4690,4.9,158.55,0.000909596067122005,0.033285021502078,4.7,5.1,156.7,160.4
0.0465444191188046,4695,4.4,163.15,0.000909596067122005,0.0343505517041163,4.2,4.6,161.2,165.1
0.0465444191188046,4700,3.95,167.75,0.000909596067122005,0.035414947759903,3.8,4.1,165.8,169.7
0.0465444191188046,4705,3.55,172.35,0.000909596067122005,0.0364782120812329,3.4,3.7,170.4,174.3
0.0465444191188046,4720,2.575,186.3,0.000909596067122005,0.039661238641354,2.45,2.7,184.4,188.2
0.0465444191188046,4725,2.325,191.15,0.000909596067122005,0.0407199999895961,2.2,2.45,189.2,193.1
0.0465444191188046,4730,2.075,195.8,0.000909596067122005,0.0417776415477316,1.95,2.2,193.9,197.7
0.0465444191188046,4740,1.65,205.4,0.000909596067122005,0.0438895747508752,1.55,1.75,203.5,207.3
0.0465444191188046,4750,1.3,215,0.000909596067122005,0.0459970570904398,1.2,1.4,213.1,216.9
0.0465444191188046,4760,1.05,224.75,0.000909596067122005,0.0481001072872186,0.95,1.15,222.9,226.6
0.0465444191188046,4775,0.75,239.4,0.000909596067122005,0.0512464129765836,0.65,0.85,237.5,241.3
0.0465444191188046,4800,0.425,263.6,0.000909596067122005,0.0564683569577352,0.35,0.5,260.3,266.9
0.0465444191188046,4900,0.1,363.4,0.000909596067122005,0.077087644160471,0.05,0.15,360.2,366.6
0.0465444191188046,5000,0.05,463.2,0.000909596067122005,0.0972903514779903,0,0.1,459.8,466.6
0.0520202331327816,4050,489.8,3.75,0.00110332222601751,-0.113436627346502,487.8,491.8,3.6,3.9
0.0520202331327816,4100,440.45,4.35,0.00110332222601751,-0.101166534754687,438.5,442.4,4.2,4.5
0.0520202331327816,4125,415.9,4.85,0.00110332222601751,-0.0950874886783052,414,417.8,4.7,5
0.0520202331327816,4150,391.4,5.35,0.00110332222601751,-0.0890451742223425,389.5,393.3,5.2,5.5
0.0520202331327816,4175,367.25,5.95,0.00110332222601751,-0.0830391501621306,365.4,369.1,5.8,6.1
0.0520202331327816,4200,343.05,6.75,0.00110332222601751,-0.0770689831756268,341.2,344.9,6.6,6.9
0.0520202331327816,4210,333.35,7.1,0.00110332222601751,-0.0746908607706594,331.5,335.2,6.9,7.3
0.0520202331327816,4220,323.65,7.5,0.00110332222601751,-0.072318380417029,321.8,325.5,7.3,7.7
0.0520202331327816,4225,318.85,7.7,0.00110332222601751,-0.0711342476558123,317,320.7,7.5,7.9
0.0520202331327816,4230,314.1,7.9,0.00110332222601751,-0.0699515154067629,312.2,316,7.7,8.1
0.0520202331327816,4240,304.6,8.35,0.00110332222601751,-0.0675902392210831,302.8,306.4,8.2,8.5
0.0520202331327816,4250,295.2,8.8,0.00110332222601751,-0.065234525528624,293.4,297,8.6,9
0.0520202331327816,4260,285.6,9.3,0.00110332222601751,-0.0628843481836704,283.8,287.4,9.1,9.5
0.0520202331327816,4270,276.15,9.9,0.00110332222601751,-0.0605396812244163,274.3,278,9.7,10.1
0.0520202331327816,4275,271.5,10.2,0.00110332222601751,-0.0593694060762259,269.7,273.3,10,10.4
0.0520202331327816,4280,266.8,10.5,0.00110332222601751,-0.0582004988712441,265,268.6,10.3,10.7
0.0520202331327816,4290,257.5,11.2,0.00110332222601751,-0.0558667755250239,255.7,259.3,11,11.4
0.0520202331327816,4295,252.95,11.6,0.00110332222601751,-0.0547019530287308,251.2,254.7,11.4,11.8
0.0520202331327816,4300,248.2,11.9,0.00110332222601751,-0.0535384857654327,246.4,250,11.7,12.1
0.0520202331327816,4305,243.65,12.3,0.00110332222601751,-0.0523763705852553,241.9,245.4,12.1,12.5
0.0520202331327816,4310,239.15,12.7,0.00110332222601751,-0.051215604349293,237.4,240.9,12.5,12.9
0.0520202331327816,4315,234.6,13.15,0.00110332222601751,-0.0500561839295582,232.9,236.3,12.9,13.4
0.0520202331327816,4320,229.9,13.6,0.00110332222601751,-0.0488981062089306,228.1,231.7,13.4,13.8
0.0520202331327816,4325,225.35,14.05,0.00110332222601751,-0.0477413680811068,223.6,227.1,13.8,14.3
0.0520202331327816,4330,220.85,14.5,0.00110332222601751,-0.046585966450551,219.1,222.6,14.3,14.7
0.0520202331327816,4335,216.35,15,0.00110332222601751,-0.0454318982324442,214.6,218.1,14.8,15.2
0.0520202331327816,4340,211.85,15.5,0.00110332222601751,-0.0442791603526359,210.1,213.6,15.3,15.7
0.0520202331327816,4345,207.4,16.05,0.00110332222601751,-0.0431277497475941,205.7,209.1,15.8,16.3
0.0520202331327816,4350,202.95,16.6,0.00110332222601751,-0.0419776633643567,201.2,204.7,16.4,16.8
0.0520202331327816,4355,198.55,17.15,0.00110332222601751,-0.0408288981604833,196.8,200.3,16.9,17.4
0.0520202331327816,4360,194.15,17.75,0.00110332222601751,-0.0396814511040066,192.4,195.9,17.5,18
0.0520202331327816,4365,189.8,18.35,0.00110332222601751,-0.0385353191733839,188.1,191.5,18.1,18.6
0.0520202331327816,4370,185.4,19.05,0.00110332222601751,-0.0373904993574507,183.7,187.1,18.8,19.3
0.0520202331327816,4375,181.15,19.7,0.00110332222601751,-0.0362469886553717,179.5,182.8,19.4,20
0.0520202331327816,4380,176.75,20.4,0.00110332222601751,-0.0351047840765947,175.1,178.4,20.1,20.7
0.0520202331327816,4385,172.6,21.1,0.00110332222601751,-0.0339638826408031,171,174.2,20.8,21.4
0.0520202331327816,4390,168.3,21.85,0.00110332222601751,-0.0328242813778694,166.6,170,21.6,22.1
0.0520202331327816,4395,163.95,22.55,0.00110332222601751,-0.0316859773278092,162.3,165.6,22.3,22.8
0.0520202331327816,4400,160.15,23.35,0.00110332222601751,-0.0305489675407339,159.3,161,23.1,23.6
0.0520202331327816,4405,155.6,24.2,0.00110332222601751,-0.0294132490768066,154,157.2,23.9,24.5
0.0520202331327816,4410,151.55,25.05,0.00110332222601751,-0.0282788190061949,149.9,153.2,24.8,25.3
0.0520202331327816,4415,147.45,25.95,0.00110332222601751,-0.0271456744090261,145.9,149,25.7,26.2
0.0520202331327816,4420,143.4,26.85,0.00110332222601751,-0.0260138123753427,141.8,145,26.6,27.1
0.0520202331327816,4425,139.2,27.85,0.00110332222601751,-0.0248832300050566,137.6,140.8,27.6,28.1
0.0520202331327816,4430,135.2,28.8,0.00110332222601751,-0.0237539244079052,133.6,136.8,28.5,29.1
0.0520202331327816,4435,131.3,29.8,0.00110332222601751,-0.0226258927034067,129.7,132.9,29.5,30.1
0.0520202331327816,4440,127.25,30.9,0.00110332222601751,-0.021499132020816,125.7,128.8,30.6,31.2
0.0520202331327816,4445,123.35,31.95,0.00110332222601751,-0.0203736394990816,121.8,124.9,31.6,32.3
0.0520202331327816,4450,119.85,33.1,0.00110332222601751,-0.0192494122868007,119,120.7,32.8,33.4
0.0520202331327816,4455,115.75,34.3,0.00110332222601751,-0.0181264475421768,114.2,117.3,34,34.6
0.0520202331327816,4460,112.25,35.5,0.00110332222601751,-0.0170047424329768,111.4,113.1,35.2,35.8
0.0520202331327816,4465,108.2,36.75,0.00110332222601751,-0.015884294136487,106.7,109.7,36.4,37.1
0.0520202331327816,4470,104.5,38.1,0.00110332222601751,-0.014765099839472,103,106,37.8,38.4
0.0520202331327816,4475,101.15,39.4,0.00110332222601751,-0.0136471567381308,100.3,102,39.1,39.7
0.0520202331327816,4480,97.2,40.75,0.00110332222601751,-0.0125304620380556,95.8,98.6,40.4,41.1
0.0520202331327816,4485,93.75,42.25,0.00110332222601751,-0.01141501295419,92.3,95.2,41.9,42.6
0.0520202331327816,4490,90.2,43.75,0.00110332222601751,-0.0103008067107865,88.8,91.6,43.4,44.1
0.0520202331327816,4495,86.75,45.25,0.00110332222601751,-0.00918784054136585,85.4,88.1,44.9,45.6
0.0520202331327816,4500,83.4,46.85,0.00110332222601751,-0.00807611168867542,82.9,83.9,46.5,47.2
0.0520202331327816,4505,80.05,48.45,0.00110332222601751,-0.00696561740464819,79.6,80.5,48.1,48.8
0.0520202331327816,4510,76.75,50.15,0.00110332222601751,-0.00585635495036249,76.3,77.2,49.8,50.5
0.0520202331327816,4515,73.5,51.95,0.00110332222601751,-0.00474832159600066,73,74,51.6,52.3
0.0520202331327816,4520,70.45,53.75,0.00110332222601751,-0.00364151462080962,70.1,70.8,53.4,54.1
0.0520202331327816,4525,67.35,55.65,0.00110332222601751,-0.00253593131306004,67,67.7,55.3,56
0.0520202331327816,4530,64.25,57.55,0.00110332222601751,-0.00143156897000677,63.9,64.6,57.2,57.9
0.0520202331327816,4535,61.25,59.55,0.00110332222601751,-0.000328424897849536,60.9,61.6,59.2,59.9
0.0520202331327816,4540,58.35,61.65,0.00110332222601751,0.000773503588307222,58,58.7,61.3,62
0.0520202331327816,4545,55.45,63.75,0.00110332222601751,0.00187421916449272,55.1,55.8,63.4,64.1
0.0520202331327816,4550,52.65,66,0.00110332222601751,0.00297372449790957,52.3,53,65.6,66.4
0.0520202331327816,4555,49.95,68.2,0.00110332222601751,0.00407202224697212,49.6,50.3,67.7,68.7
0.0520202331327816,4560,47.3,70.55,0.00110332222601751,0.00516911506134537,47,47.6,70.1,71
0.0520202331327816,4565,44.75,73,0.00110332222601751,0.0062650055819824,44.4,45.1,72.5,73.5
0.0520202331327816,4570,42.25,75.5,0.00110332222601751,0.0073596964411639,41.9,42.6,75,76
0.0520202331327816,4575,39.8,78.1,0.00110332222601751,0.00845319026253516,39.5,40.1,77.6,78.6
0.0520202331327816,4580,37.5,81,0.00110332222601751,0.00954548966114407,37.2,37.8,79.5,82.5
0.0520202331327816,4585,35.2,83.7,0.00110332222601751,0.0106365972434786,34.9,35.5,82.2,85.2
0.0520202331327816,4590,33.05,86.5,0.00110332222601751,0.0117265156075044,32.7,33.4,85,88
0.0520202331327816,4595,31,89.45,0.00110332222601751,0.0128152473427009,30.7,31.3,87.9,91
0.0520202331327816,4600,29,92.5,0.00110332222601751,0.0139027950300998,28.7,29.3,90.9,94.1
0.0520202331327816,4605,27.05,95.45,0.00110332222601751,0.0149891612423207,26.8,27.3,93.9,97
0.0520202331327816,4610,25.2,98.7,0.00110332222601751,0.0160743485436076,24.9,25.5,97.1,100.3
0.0520202331327816,4615,23.45,101.85,0.00110332222601751,0.0171583594898661,23.2,23.7,100.2,103.5
0.0520202331327816,4620,21.8,105.2,0.00110332222601751,0.0182411966286981,21.5,22.1,103.6,106.8
0.0520202331327816,4625,20.25,108.65,0.00110332222601751,0.0193228624994391,20,20.5,107,110.3
0.0520202331327816,4630,18.75,112.15,0.00110332222601751,0.0204033596331932,18.5,19,110.5,113.8
0.0520202331327816,4635,17.35,115.75,0.00110332222601751,0.0214826905528689,17.1,17.6,114.1,117.4
0.0520202331327816,4640,16.05,119.4,0.00110332222601751,0.0225608577732145,15.8,16.3,117.7,121.1
0.0520202331327816,4645,14.75,123.2,0.00110332222601751,0.0236378638008524,14.5,15,121.4,125
0.0520202331327816,4650,13.6,127,0.00110332222601751,0.0247137111343155,13.3,13.9,125.3,128.7
0.0520202331327816,4655,12.55,130.95,0.00110332222601751,0.0257884022640809,12.3,12.8,129.1,132.8
0.0520202331327816,4660,11.45,134.85,0.00110332222601751,0.026861939672605,11.2,11.7,133.1,136.6
0.0520202331327816,4665,10.55,138.9,0.00110332222601751,0.0279343258343578,10.3,10.8,137.1,140.7
0.0520202331327816,4670,9.65,143,0.00110332222601751,0.0290055632158565,9.4,9.9,141.2,144.8
0.0520202331327816,4675,8.85,147.3,0.00110332222601751,0.0300756542757009,8.6,9.1,145.5,149.1
0.0520202331327816,4680,8.05,151.5,0.00110332222601751,0.0311446014646059,7.8,8.3,149.7,153.3
0.0520202331327816,4685,7.35,155.85,0.00110332222601751,0.032212407225436,7.1,7.6,154,157.7
0.0520202331327816,4690,6.7,160.15,0.00110332222601751,0.0332790739932386,6.5,6.9,158.3,162
0.0520202331327816,4695,6.1,164.55,0.00110332222601751,0.0343446041952768,5.9,6.3,162.7,166.4
0.0520202331327816,4700,5.6,168.95,0.00110332222601751,0.0354090002510635,5.4,5.8,167.1,170.8
0.0520202331327816,4705,5.1,173.45,0.00110332222601751,0.0364722645723935,4.9,5.3,171.6,175.3
0.0520202331327816,4710,4.6,178.1,0.00110332222601751,0.0375343995633769,4.4,4.8,176.2,180
0.0520202331327816,4715,4.2,182.75,0.00110332222601751,0.0385954076204715,4,4.4,180.8,184.7
0.0520202331327816,4720,3.8,187.3,0.00110332222601751,0.0396552911325146,3.6,4,185.4,189.2
0.0520202331327816,4725,3.45,191.95,0.00110332222601751,0.0407140524807566,3.3,3.6,190.1,193.8
0.0520202331327816,4730,3.15,196.6,0.00110332222601751,0.0417716940388921,3,3.3,194.7,198.5
0.0520202331327816,4740,2.55,206.1,0.00110332222601751,0.0438836272420358,2.45,2.65,204.2,208
0.0520202331327816,4750,2.075,215.6,0.00110332222601751,0.0459911095816004,1.95,2.2,213.7,217.5
0.0520202331327816,4760,1.7,225.3,0.00110332222601751,0.0480941597783791,1.6,1.8,223.4,227.2
0.0520202331327816,4775,1.25,239.8,0.00110332222601751,0.0512404654677441,1.15,1.35,237.9,241.7
0.0520202331327816,4800,0.75,264.3,0.00110332222601751,0.0564624094488958,0.65,0.85,262.4,266.2
0.0520202331327816,4850,0.325,313.5,0.00110332222601751,0.0668251964844424,0.25,0.4,310.2,316.8
0.0520202331327816,4900,0.15,363.35,0.00110332222601751,0.0770816966516315,0.1,0.2,360,366.7
0.0520202331327816,5000,0.075,463.15,0.00110332222601751,0.097284403969151,0,0.15,459.4,466.9
0.0574960471467587,4000,540.1,4.15,0.00130581618545136,-0.125817361323543,538.2,542,4,4.3
0.0574960471467587,4010,530.2,4.25,0.00130581618545136,-0.123320481124956,528.3,532.1,4.1,4.4
0.0574960471467587,4025,515.4,4.45,0.00130581618545136,-0.119586811572907,513.5,517.3,4.3,4.6
0.0574960471467587,4030,510.45,4.55,0.00130581618545136,-0.118345346484842,508.6,512.3,4.4,4.7
0.0574960471467587,4040,500.55,4.65,0.00130581618545136,-0.115867030470375,498.6,502.5,4.5,4.8
0.0574960471467587,4045,495.7,4.75,0.00130581618545136,-0.114630171932979,493.8,497.6,4.6,4.9
0.0574960471467587,4050,490.75,4.85,0.00130581618545136,-0.113394841324986,488.9,492.6,4.7,5
0.0574960471467587,4060,481,4.95,0.00130581618545136,-0.110928748829793,479.1,482.9,4.8,5.1
0.0574960471467587,4075,466.1,5.25,0.00130581618545136,-0.107240975750608,464.2,468,5.1,5.4
0.0574960471467587,4080,461.35,5.35,0.00130581618545136,-0.106014734027364,459.5,463.2,5.2,5.5
0.0574960471467587,4085,456.45,5.45,0.00130581618545136,-0.104789994131468,454.6,458.3,5.3,5.6
0.0574960471467587,4090,451.4,5.55,0.00130581618545136,-0.103566752388724,449.5,453.3,5.4,5.7
0.0574960471467587,4095,446.65,5.65,0.00130581618545136,-0.102345005138401,444.8,448.5,5.5,5.8
0.0574960471467587,4100,441.85,5.75,0.00130581618545136,-0.101124748733172,440,443.7,5.6,5.9
0.0574960471467587,4105,436.95,5.9,0.00130581618545136,-0.0999059795390425,435.1,438.8,5.7,6.1
0.0574960471467587,4110,431.95,6,0.00130581618545136,-0.0986886939352907,430,433.9,5.8,6.2
0.0574960471467587,4125,417.45,6.4,0.00130581618545136,-0.0950457026567897,415.6,419.3,6.2,6.6
0.0574960471467587,4130,412.45,6.55,0.00130581618545136,-0.0938343154704926,410.5,414.4,6.4,6.7
0.0574960471467587,4135,407.55,6.65,0.00130581618545136,-0.0926243939677794,405.7,409.4,6.5,6.8
0.0574960471467587,4140,402.7,6.8,0.00130581618545136,-0.091415934606211,400.8,404.6,6.6,7
0.0574960471467587,4150,393.05,7.1,0.00130581618545136,-0.089003388200827,391.2,394.9,6.9,7.3
0.0574960471467587,4155,388.2,7.3,0.00130581618545136,-0.0877992941360225,386.3,390.1,7.1,7.5
0.0574960471467587,4160,383.45,7.45,0.00130581618545136,-0.0865966481702622,381.6,385.3,7.3,7.6
0.0574960471467587,4165,378.6,7.6,0.00130581618545136,-0.085395446824628,376.8,380.4,7.4,7.8
0.0574960471467587,4170,373.85,7.8,0.00130581618545136,-0.084195686632724,372,375.7,7.6,8
0.0574960471467587,4175,369.05,8,0.00130581618545136,-0.0829973641406152,367.2,370.9,7.8,8.2
0.0574960471467587,4180,364.25,8.2,0.00130581618545136,-0.0818004759067691,362.4,366.1,8,8.4
0.0574960471467587,4195,349.8,8.8,0.00130581618545136,-0.0782183825242645,348,351.6,8.6,9
0.0574960471467587,4200,345,9,0.00130581618545136,-0.0770271971541115,343.1,346.9,8.8,9.2
0.0574960471467587,4210,335.6,9.5,0.00130581618545136,-0.074649074749144,333.8,337.4,9.3,9.7
0.0574960471467587,4220,326.1,10,0.00130581618545136,-0.0722765943955136,324.3,327.9,9.8,10.2
0.0574960471467587,4225,321.3,10.2,0.00130581618545136,-0.0710924616342968,319.5,323.1,10,10.4
0.0574960471467587,4230,316.5,10.5,0.00130581618545136,-0.0699097293852475,314.7,318.3,10.3,10.7
0.0574960471467587,4235,311.9,10.8,0.00130581618545136,-0.0687283943394163,310.1,313.7,10.6,11
0.0574960471467587,4240,307.2,11.1,0.00130581618545136,-0.0675484531995677,305.4,309,10.9,11.3
0.0574960471467587,4250,297.75,11.7,0.00130581618545136,-0.0651927395071086,296,299.5,11.5,11.9
0.0574960471467587,4255,293,12,0.00130581618545136,-0.0640169604180965,291.2,294.8,11.8,12.2
0.0574960471467587,4260,288.45,12.35,0.00130581618545136,-0.062842562162155,286.7,290.2,12.1,12.6
0.0574960471467587,4270,279.2,13.05,0.00130581618545136,-0.0604978952029009,277.5,280.9,12.8,13.3
0.0574960471467587,4275,274.45,13.4,0.00130581618545136,-0.0593276200547105,272.7,276.2,13.2,13.6
0.0574960471467587,4280,269.85,13.8,0.00130581618545136,-0.0581587128497286,268.1,271.6,13.6,14
0.0574960471467587,4285,265.25,14.2,0.00130581618545136,-0.0569911703936909,263.5,267,14,14.4
