TimeToExpiration,Strike,logStrike,sigma_ask,sigma_bid,open_interest_ask,open_interest_bid,open_interest_weight,sigma_target
0.0465444191188046,4415,-0.0271397269001867,0.167242202758789,0.165167694091797,18,18,4.61070593109684e-06,0.166204948425293
0.0465444191188046,4420,-0.0260078648665032,0.165956563949585,0.164262809753418,39,39,9.98986285070982e-06,0.165109686851502
0.0465444191188046,4425,-0.0248772824962172,0.164893875122071,0.163233861923218,47,47,1.20390654867529e-05,0.164063868522644
0.0465444191188046,4430,-0.0237479768990658,0.164036979675293,0.162083826065064,33,33,8.45296087367754e-06,0.163060402870178
0.0465444191188046,4435,-0.0226199451945672,0.162732677459717,0.160815134048462,15,15,3.8422549425807e-06,0.16177390575409
0.0465444191188046,4440,-0.0214931845119766,0.161626873016358,0.159744272232056,82,82,2.10043270194412e-05,0.160685572624207
0.0465444191188046,4445,-0.0203676919902422,0.16070466041565,0.158856019973755,26,26,6.65990856713988e-06,0.159780340194702
0.0465444191188046,4450,-0.0192434647779612,0.159347553253174,0.157832918167114,586,586,0.000150104093090153,0.158590235710144
0.0465444191188046,4455,-0.0181205000333374,0.158464908599854,0.156677389144898,44,44,1.12706144982367e-05,0.157571148872376
0.0465444191188046,4460,-0.0169987949241373,0.157151174545288,0.155391178131104,26,26,6.65990856713988e-06,0.156271176338196
0.0465444191188046,4465,-0.0158783466276477,0.156286888122559,0.154554052352905,23,23,5.89145757862374e-06,0.155420470237732
0.0465444191188046,4470,-0.0147591523306326,0.154994878768921,0.153286466598511,433,433,0.00011091309267583,0.154140672683716
0.0465444191188046,4475,-0.0136412092292913,0.154129943847656,0.152445240020752,35,35,8.9652615326883e-06,0.153287591934204
0.0465444191188046,4480,-0.0125245145292162,0.153116893768311,0.151176490783692,15,15,3.8422549425807e-06,0.152146692276001
0.0465444191188046,4485,-0.0114090654453506,0.151956958770752,0.150039739608765,46,46,1.17829151572475e-05,0.150998349189758
0.0465444191188046,4490,-0.0102948592019471,0.150921258926392,0.149025526046753,43,43,1.10144641687313e-05,0.149973392486572
0.0465444191188046,4495,-0.00918189303252642,0.149733428955078,0.147857065200806,10,10,2.5615032950538e-06,0.148795247077942
0.0465444191188046,4500,-0.00807016417983591,0.148658723831177,0.146799936294556,277,277,7.09536412729903e-05,0.147729330062867
0.0465444191188046,4505,-0.00695966989580872,0.147689590454102,0.145846452713013,9,9,2.30535296554842e-06,0.146768021583558
0.0465444191188046,4510,-0.00585040744152306,0.146557970046997,0.14482008934021,19,27,5.89145757862374e-06,0.145689029693604
0.0465444191188046,4515,-0.00474237408716127,0.145522527694702,0.143704500198364,44,44,1.12706144982367e-05,0.144613513946533
0.0465444191188046,4520,-0.00363556711197017,0.144318914413452,0.143119916915894,38,60,1.25513661457636e-05,0.143719415664673
0.0465444191188046,4525,-0.00252998380422052,0.143202304840088,0.142009258270264,123,58,2.31816048202369e-05,0.142605781555176
0.0465444191188046,4530,-0.00142562146116739,0.142167320251465,0.140978755950928,58,723,0.000100026703671851,0.141573038101196
0.0465444191188046,4535,-0.000322477389010093,0.141209297180176,0.140023698806763,11,8,2.43342813030111e-06,0.140616497993469
0.0465444191188046,4540,0.000779451097146514,0.140068168640137,0.138883991241455,22,60,1.05021635097206e-05,0.139476079940796
0.0465444191188046,4545,0.00188016667333208,0.138996295928955,0.137811918258667,10,13,2.94572878931187e-06,0.138404107093811
0.0465444191188046,4550,0.002979672006749,0.137990140914917,0.136546812057495,158,465,7.97908276409259e-05,0.137268476486206
0.0465444191188046,4555,0.00407796975581162,0.136788806915283,0.135598840713501,8,14,2.81765362455918e-06,0.136193823814392
0.0465444191188046,4560,0.00517506257018472,0.13590485572815,0.134449844360352,126,287,5.2895043042861e-05,0.135177350044251
0.0465444191188046,4565,0.00627095309082182,0.134818553924561,0.133354139328003,39,34,9.34948702694637e-06,0.134086346626282
0.0465444191188046,4570,0.00736564395000339,0.133786039352417,0.132309684753418,31,15,5.89145757862374e-06,0.133047862052918
0.0465444191188046,4575,0.00845913777137472,0.133180665969849,0.13131516456604,182,182,4.66193599699792e-05,0.132247915267944
0.0465444191188046,4580,0.00955143716998348,0.13225869178772,0.130370035171509,108,108,2.76642355865811e-05,0.131314363479615
0.0465444191188046,4585,0.0106425447523181,0.131116743087769,0.129474601745606,27,27,6.91605889664526e-06,0.130295672416687
0.0465444191188046,4590,0.0117324631163437,0.1300208568573,0.128351583480835,75,75,1.92112747129035e-05,0.129186220169068
0.0465444191188046,4595,0.0128211948515403,0.129254570007324,0.127555046081543,36,36,9.22141186219368e-06,0.128404808044433
0.0465444191188046,4600,0.0139087425389393,0.128259372711182,0.126524810791016,675,675,0.000172901472416132,0.127392091751099
0.0465444191188046,4605,0.0149951087511602,0.127315864562988,0.125541801452637,29,29,7.42835955565602e-06,0.126428833007812
0.0465444191188046,4610,0.0160802960524472,0.126428070068359,0.12460973739624,69,69,1.76743727358712e-05,0.125518903732299
0.0465444191188046,4615,0.0171643069987056,0.125601463317871,0.123733768463135,10,10,2.5615032950538e-06,0.124667615890503
0.0465444191188046,4620,0.0182471441375374,0.124843225479126,0.122920780181885,59,59,1.51128694408174e-05,0.123882002830506
0.0465444191188046,4625,0.0193288100082784,0.123833150863648,0.122179613113403,120,120,3.07380395406456e-05,0.123006381988526
0.0465444191188046,4630,0.0204093071420326,0.123230438232422,0.121521425247192,88,88,2.25412289964734e-05,0.122375931739807
0.0465444191188046,4635,0.0214886380617084,0.122377061843872,0.120604085922241,36,36,9.22141186219368e-06,0.121490573883057
0.0465444191188046,4640,0.0225668052820539,0.121982183456421,0.119772624969482,69,69,1.76743727358712e-05,0.120877404212952
0.0465444191188046,4645,0.0236438113096919,0.121345357894898,0.119043922424316,3,3,7.6845098851614e-07,0.120194640159607
0.0465444191188046,4650,0.024719658643155,0.120442848205566,0.118438920974732,345,345,8.83718636793561e-05,0.119440884590149
0.0465444191188046,4655,0.0257943497729205,0.120076971054077,0.117983303070068,2,2,5.1230065901076e-07,0.119030137062072
0.0465444191188046,4660,0.0268678871814446,0.119462575912476,0.117264833450317,54,54,1.38321177932905e-05,0.118363704681397
0.0465444191188046,4665,0.0279402733431971,0.119028787612915,0.116719484329224,3,3,7.6845098851614e-07,0.117874135971069
0.0465444191188046,4670,0.0290115107246959,0.118333654403687,0.115893497467041,4,4,1.02460131802152e-06,0.117113575935364
0.0465444191188046,4675,0.0300816017845403,0.117852535247803,0.115795183181763,304,304,7.78697001696356e-05,0.116823859214783
0.0465444191188046,4680,0.0311505489734454,0.117634754180908,0.115461931228638,46,46,1.17829151572475e-05,0.116548342704773
0.0465444191188046,4690,0.033285021502078,0.11703465461731,0.114587507247925,7,7,1.79305230653766e-06,0.115811080932617
0.0465444191188046,4695,0.0343505517041163,0.11665922164917,0.114048500061035,13,13,3.32995428356994e-06,0.115353860855102
0.0465444191188046,4700,0.035414947759903,0.116012125015259,0.113919992446899,863,863,0.000221057734363143,0.114966058731079
0.0465444191188046,4705,0.0364782120812329,0.115783500671387,0.113545732498169,103,103,2.63834839390542e-05,0.114664616584778
0.0465444191188046,4720,0.039661238641354,0.115203943252564,0.112902870178223,29,29,7.42835955565602e-06,0.114053406715393
0.0465444191188046,4725,0.0407199999895961,0.115281810760498,0.11281418800354,32,32,8.19681054417216e-06,0.114047999382019
0.0465444191188046,4730,0.0417776415477316,0.115147037506104,0.112480669021606,18,18,4.61070593109684e-06,0.113813853263855
0.0465444191188046,4740,0.0438895747508752,0.114699478149414,0.112198114395142,5,5,1.2807516475269e-06,0.113448796272278
0.0465444191188046,4750,0.0459970570904398,0.114526214599609,0.111562309265137,76,76,1.94674250424089e-05,0.113044261932373
0.0465444191188046,4760,0.0481001072872186,0.114969816207886,0.111495981216431,4,4,1.02460131802152e-06,0.113232898712158
0.0465444191188046,4775,0.0512464129765836,0.115601816177368,0.111118469238281,1,1,2.5615032950538e-07,0.113360142707825
0.0465444191188046,4800,0.0564683569577352,0.116456174850464,0.111209936141968,158,158,4.04717520618501e-05,0.113833055496216
0.0465444191188046,4900,0.077087644160471,0.133014755249024,0.11990177154541,86,86,2.20289283374627e-05,0.126458263397217
0.0465444191188046,5000,0.0972903514779903,0.157583017349243,0.0500000000000001,47,1384,0.000183275560761099,0.103791508674622
0.0520202331327816,4050,-0.113436627346502,0.276886930465699,0.272933931350709,153,153,3.91910004143232e-05,0.274910430908204
0.0520202331327816,4100,-0.101166534754687,0.258809833526612,0.25542335510254,139,139,3.56048958012478e-05,0.257116594314576
0.0520202331327816,4125,-0.0950874886783052,0.251233797073365,0.24816110610962,66,66,1.69059217473551e-05,0.249697451591493
0.0520202331327816,4150,-0.0890451742223425,0.242986812591553,0.24018162727356,152,152,3.89348500848178e-05,0.241584219932556
0.0520202331327816,4175,-0.0830391501621306,0.2349733543396,0.232423171997071,98,98,2.51027322915273e-05,0.233698263168336
0.0520202331327816,4200,-0.0770689831756268,0.227782936096192,0.225487070083619,468,468,0.000119878354208518,0.226635003089906
0.0520202331327816,4210,-0.0746908607706594,0.225227003097535,0.222290935516358,74,74,1.89551243833981e-05,0.223758969306946
0.0520202331327816,4220,-0.072318380417029,0.222486114501954,0.219675521850586,20,20,5.1230065901076e-06,0.22108081817627
0.0520202331327816,4225,-0.0711342476558123,0.221049480438233,0.218297882080079,1069,1069,0.000273824702241251,0.219673681259156
0.0520202331327816,4230,-0.0699515154067629,0.219570217132569,0.216875333786011,72,72,1.84428237243874e-05,0.21822277545929
0.0520202331327816,4240,-0.0675902392210831,0.216487722396851,0.214552545547486,255,255,6.53183340238719e-05,0.215520133972169
0.0520202331327816,4250,-0.065234525528624,0.213859567642212,0.211384868621827,102,102,2.61273336095488e-05,0.21262221813202
0.0520202331327816,4260,-0.0628843481836704,0.211030025482178,0.208659000396729,27,27,6.91605889664526e-06,0.209844512939453
0.0520202331327816,4270,-0.0605396812244163,0.208571500778199,0.206306352615357,75,75,1.92112747129035e-05,0.207438926696778
0.0520202331327816,4275,-0.0593694060762259,0.207255764007569,0.20503999710083,86,86,2.20289283374627e-05,0.2061478805542
0.0520202331327816,4280,-0.0582004988712441,0.205884475708008,0.203715963363648,120,120,3.07380395406456e-05,0.204800219535828
0.0520202331327816,4290,-0.0558667755250239,0.203495855331421,0.201423883438111,56,56,1.43444184523013e-05,0.202459869384766
0.0520202331327816,4295,-0.0547019530287308,0.202458829879761,0.200435419082642,23,23,5.89145757862374e-06,0.201447124481202
0.0520202331327816,4300,-0.0535384857654327,0.200858640670777,0.198874568939209,92,92,2.3565830314495e-05,0.199866604804993
0.0520202331327816,4305,-0.0523763705852553,0.199691972732544,0.197752180099488,21,21,5.37915691961298e-06,0.198722076416016
0.0520202331327816,4310,-0.051215604349293,0.198457698822022,0.196560096740723,50,50,1.2807516475269e-05,0.197508897781372
0.0520202331327816,4315,-0.0500561839295582,0.197618627548218,0.195300312042237,23,23,5.89145757862374e-06,0.196459469795227
0.0520202331327816,4320,-0.0488981062089306,0.196245107650757,0.194431304931641,80,80,2.04920263604304e-05,0.195338206291199
0.0520202331327816,4325,-0.0477413680811068,0.195250768661499,0.193032035827637,14,14,3.58610461307532e-06,0.194141402244568
0.0520202331327816,4330,-0.046585966450551,0.19374550819397,0.192007579803467,59,59,1.51128694408174e-05,0.192876543998719
0.0520202331327816,4335,-0.0454318982324442,0.192604398727417,0.190903873443604,14,14,3.58610461307532e-06,0.191754136085511
0.0520202331327816,4340,-0.0442791603526359,0.191388168334961,0.18972321510315,18,18,4.61070593109684e-06,0.190555691719056
0.0520202331327816,4345,-0.0431277497475941,0.190504302978516,0.188467664718628,13,13,3.32995428356994e-06,0.189485983848572
0.0520202331327816,4350,-0.0419776633643567,0.189135341644287,0.187539920806885,843,843,0.000215934727773035,0.188337631225586
0.0520202331327816,4355,-0.0408288981604833,0.18808596611023,0.186131954193116,30,30,7.6845098851614e-06,0.187108960151673
0.0520202331327816,4360,-0.0396814511040066,0.18695297241211,0.185039081573487,16,16,4.09840527208608e-06,0.185996026992798
0.0520202331327816,4365,-0.0385353191733839,0.185738458633423,0.183862714767456,12,12,3.07380395406456e-06,0.18480058670044
0.0520202331327816,4370,-0.0373904993574507,0.184810419082642,0.182973918914795,100,100,2.5615032950538e-05,0.183892168998719
0.0520202331327816,4375,-0.0362469886553717,0.183790187835694,0.181629276275635,32,32,8.19681054417216e-06,0.182709732055664
0.0520202331327816,4380,-0.0351047840765947,0.182680158615113,0.18056155204773,14,14,3.58610461307532e-06,0.181620855331421
0.0520202331327816,4385,-0.0339638826408031,0.181482400894165,0.179403944015503,24,24,6.14760790812912e-06,0.180443172454834
0.0520202331327816,4390,-0.0328242813778694,0.18019871711731,0.178499526977539,142,142,3.6373346789764e-05,0.179349122047425
0.0520202331327816,4395,-0.0316859773278092,0.178830614089966,0.177161626815796,31,31,7.94066021466678e-06,0.177996120452881
0.0520202331327816,4400,-0.0305489675407339,0.177706356048584,0.176067924499512,297,297,7.60766478630979e-05,0.176887140274048
0.0520202331327816,4405,-0.0294132490768066,0.176809787750244,0.174879369735718,12,12,3.07380395406456e-06,0.175844578742981
0.0520202331327816,4410,-0.0282788190061949,0.175495166778565,0.173914651870728,35,35,8.9652615326883e-06,0.174704909324646
0.0520202331327816,4415,-0.0271456744090261,0.174400539398194,0.172847366333008,11,11,2.81765362455918e-06,0.173623952865601
0.0520202331327816,4420,-0.0260138123753427,0.173206796646118,0.171679477691651,163,163,4.1752503709377e-05,0.172443137168884
0.0520202331327816,4425,-0.0248832300050566,0.172215337753296,0.170713586807251,65,65,1.66497714178497e-05,0.171464462280274
0.0520202331327816,4430,-0.0237539244079052,0.171118049621582,0.169344263076783,27,27,6.91605889664526e-06,0.170231156349183
0.0520202331327816,4435,-0.0226258927034067,0.169916524887085,0.168170070648194,93,93,2.38219806440004e-05,0.169043297767639
0.0520202331327816,4440,-0.021499132020816,0.168898258209229,0.167178525924683,25,25,6.4037582376345e-06,0.168038392066956
0.0520202331327816,4445,-0.0203736394990816,0.167769727706909,0.165792198181153,16,16,4.09840527208608e-06,0.166780962944031
0.0520202331327816,4450,-0.0192494122868007,0.166532201766968,0.16486120223999,260,260,6.65990856713988e-05,0.165696702003479
0.0520202331327816,4455,-0.0181264475421768,0.165460948944092,0.163812799453736,17,17,4.35455560159146e-06,0.164636874198914
0.0520202331327816,4460,-0.0170047424329768,0.164275054931641,0.162648296356201,97,97,2.48465819620219e-05,0.163461675643921
0.0520202331327816,4465,-0.015884294136487,0.16324278831482,0.161368503570557,28,28,7.17220922615064e-06,0.162305645942688
0.0520202331327816,4470,-0.014765099839472,0.162090730667114,0.16050350189209,18,18,4.61070593109684e-06,0.161297116279602
0.0520202331327816,4475,-0.0136471567381308,0.160819454193115,0.159249906539917,171,171,4.380170634542e-05,0.160034680366516
0.0520202331327816,4480,-0.0125304620380556,0.159687728881836,0.157875890731812,155,155,3.97033010733339e-05,0.158781809806824
0.0520202331327816,4485,-0.01141501295419,0.158687562942505,0.156893968582153,133,133,3.40679938242156e-05,0.157790765762329
0.0520202331327816,4490,-0.0103008067107865,0.157557973861695,0.155781002044678,34,34,8.70911120318292e-06,0.156669487953187
0.0520202331327816,4495,-0.00918784054136585,0.156298837661743,0.154536943435669,15,15,3.8422549425807e-06,0.155417890548706
0.0520202331327816,4500,-0.00807611168867542,0.155159187316895,0.153410997390747,111,111,2.84326865750972e-05,0.154285092353821
0.0520202331327816,4505,-0.00696561740464819,0.153884677886963,0.15216462135315,25,1,3.32995428356994e-06,0.153024649620057
0.0520202331327816,4510,-0.00585635495036249,0.152720556259155,0.151012630462647,44,13,7.30028439090333e-06,0.151866593360901
0.0520202331327816,4515,-0.00474832159600066,0.151661109924317,0.149944934844971,45,45,1.15267648277421e-05,0.150803022384644
0.0520202331327816,4520,-0.00364151462080962,0.150457201004028,0.149257020950318,150,83,2.98415133873768e-05,0.149857110977173
0.0520202331327816,4525,-0.00253593131306004,0.149350166320801,0.148155603408814,32,38,8.9652615326883e-06,0.148752884864808
0.0520202331327816,4530,-0.00143156897000677,0.148092861175537,0.146902732849121,51,147,2.53588826210326e-05,0.147497797012329
0.0520202331327816,4535,-0.000328424897849536,0.146924819946289,0.145737857818604,20,694,9.14456676334207e-05,0.146331338882446
0.0520202331327816,4540,0.000773503588307222,0.145842056274414,0.144657001495361,41,9,6.4037582376345e-06,0.145249528884888
0.0520202331327816,4545,0.00187421916449272,0.144598827362061,0.143414325714111,25,16,5.25108175486029e-06,0.144006576538086
0.0520202331327816,4550,0.00297372449790957,0.143676824569702,0.14224856376648,45,382,5.46880953493987e-05,0.142962694168091
0.0520202331327816,4555,0.00407202224697212,0.142588090896607,0.141156759262085,23,93,1.4856719111312e-05,0.141872425079346
0.0520202331327816,4560,0.00516911506134537,0.141328029632568,0.140136547088623,30,64,1.20390654867529e-05,0.140732288360595
0.0520202331327816,4565,0.0062650055819824,0.140383129119873,0.138940000534058,26,7,4.22648043683877e-06,0.139661564826966
0.0520202331327816,4570,0.0073596964411639,0.139260864257813,0.137808790206909,28,69,1.24232909810109e-05,0.138534827232361
0.0520202331327816,4575,0.00845319026253516,0.138204708099365,0.136741542816162,39,14,6.78798373189257e-06,0.137473125457763
0.0520202331327816,4580,0.00954548966114407,0.137253875732422,0.135737600326538,116,116,2.97134382226241e-05,0.13649573802948
0.0520202331327816,4585,0.0106365972434786,0.136075506210327,0.134541177749634,6,6,1.53690197703228e-06,0.13530834197998
0.0520202331327816,4590,0.0117265156075044,0.135216159820557,0.133402080535889,62,62,1.58813204293336e-05,0.134309120178223
0.0520202331327816,4595,0.0128152473427009,0.134162349700928,0.132584047317505,26,26,6.65990856713988e-06,0.133373198509217
0.0520202331327816,4600,0.0139027950300998,0.13317102432251,0.131566066741943,227,227,5.81461247977213e-05,0.132368545532226
0.0520202331327816,4605,0.0149891612423207,0.131972436904907,0.130609722137451,31,31,7.94066021466678e-06,0.131291079521179
0.0520202331327816,4610,0.0160743485436076,0.131108818054199,0.129439668655396,152,152,3.89348500848178e-05,0.130274243354797
0.0520202331327816,4615,0.0171583594898661,0.130033750534058,0.128611402511597,10,10,2.5615032950538e-06,0.129322576522827
0.0520202331327816,4620,0.0182411966286981,0.129314222335816,0.127565727233887,35,35,8.9652615326883e-06,0.128439974784852
0.0520202331327816,4625,0.0193228624994391,0.128381824493408,0.126886529922485,141,141,3.61171964602586e-05,0.127634177207947
0.0520202331327816,4630,0.0204033596331932,0.127527532577515,0.125989484786987,40,40,1.02460131802152e-05,0.126758508682251
0.0520202331327816,4635,0.0214826905528689,0.126760311126709,0.125175457000733,9,9,2.30535296554842e-06,0.125967884063721
0.0520202331327816,4640,0.0225608577732145,0.126091279983521,0.124455451965332,1056,1056,0.000270494747957681,0.125273365974427
0.0520202331327816,4645,0.0236378638008524,0.125196962356567,0.123502807617188,10,10,2.5615032950538e-06,0.124349884986877
0.0520202331327816,4650,0.0247137111343155,0.124755792617798,0.122648735046387,295,295,7.55643472040871e-05,0.123702263832092
0.0520202331327816,4655,0.0257884022640809,0.124099073410034,0.12227692604065,8,8,2.04920263604304e-06,0.123187999725342
0.0520202331327816,4660,0.026861939672605,0.123206748962402,0.121305952072144,11,11,2.81765362455918e-06,0.122256350517273
0.0520202331327816,4665,0.0279343258343578,0.122841196060181,0.120861644744873,10,10,2.5615032950538e-06,0.121851420402527
0.0520202331327816,4670,0.0290055632158565,0.122258272171021,0.120188417434692,21,21,5.37915691961298e-06,0.121223344802857
0.0520202331327816,4675,0.0300756542757009,0.121864614486694,0.119699153900147,513,513,0.00013140511903626,0.120781884193421
0.0520202331327816,4680,0.0311446014646059,0.121246347427368,0.118970384597778,24,24,6.14760790812912e-06,0.120108366012573
0.0520202331327816,4685,0.032212407225436,0.120850429534912,0.118458251953125,21,21,5.37915691961298e-06,0.119654340744018
0.0520202331327816,4690,0.0332790739932386,0.120224590301514,0.118209066390991,8,8,2.04920263604304e-06,0.119216828346252
0.0520202331327816,4695,0.0343446041952768,0.119865436553955,0.117738552093506,15,15,3.8422549425807e-06,0.118801994323731
0.0520202331327816,4700,0.0354090002510635,0.119828443527222,0.117589435577393,357,357,9.14456676334207e-05,0.118708939552307
0.0520202331327816,4705,0.0364722645723935,0.119596147537232,0.117227811813355,14,14,3.58610461307532e-06,0.118411979675293
0.0520202331327816,4710,0.0375343995633769,0.11914529800415,0.116625471115112,229,229,5.8658425456732e-05,0.117885384559631
0.0520202331327816,4715,0.0385954076204715,0.119101419448853,0.116432695388794,9,9,2.30535296554842e-06,0.117767057418823
0.0520202331327816,4720,0.0396552911325146,0.118859977722168,0.116017570495606,9,9,2.30535296554842e-06,0.117438774108887
0.0520202331327816,4725,0.0407140524807566,0.118394737243652,0.116125965118408,119,119,3.04818892111402e-05,0.11726035118103
0.0520202331327816,4730,0.0417716940388921,0.118461380004883,0.116051006317139,22,22,5.63530724911836e-06,0.117256193161011
0.0520202331327816,4740,0.0438836272420358,0.117566356658936,0.115718717575073,42,42,1.0758313839226e-05,0.116642537117005
0.0520202331327816,4750,0.0459911095816004,0.117631216049194,0.114970512390137,102,102,2.61273336095488e-05,0.116300864219666
0.0520202331327816,4760,0.0480941597783791,0.117474098205566,0.115023183822632,87,87,2.22850786669681e-05,0.116248641014099
0.0520202331327816,4775,0.0512404654677441,0.117698183059692,0.114634027481079,46,46,1.17829151572475e-05,0.116166105270385
0.0520202331327816,4800,0.0564624094488958,0.118692073822022,0.114179372787476,147,147,3.76540984372909e-05,0.116435723304749
0.0520202331327816,4850,0.0668251964844424,0.12386794090271,0.117127285003662,16,16,4.09840527208608e-06,0.120497612953186
0.0520202331327816,4900,0.0770816966516315,0.129665384292603,0.120841684341431,36,36,9.22141186219368e-06,0.125253534317017
0.0520202331327816,5000,0.097284403969151,0.154952001571655,0.0500000000000001,103,1384,0.00019044776998725,0.102476000785828
0.0574960471467587,4000,-0.125817361323543,0.292145624160767,0.288370637893678,2128,2128,0.000545087901187449,0.290258131027223
0.0574960471467587,4010,-0.123320481124956,0.288535881042481,0.284858646392823,94,94,2.40781309735057e-05,0.286697263717652
0.0574960471467587,4025,-0.119586811572907,0.283614702224732,0.280100793838502,892,892,0.000228486093918799,0.281857748031617
0.0574960471467587,4030,-0.118345346484842,0.282318964004517,0.278871650695801,437,437,0.000111937693993851,0.280595307350159
0.0574960471467587,4040,-0.115867030470375,0.27855097770691,0.275189428329468,108,108,2.76642355865811e-05,0.276870203018189
0.0574960471467587,4045,-0.114630171932979,0.277193326950074,0.273893651962281,89,89,2.27973793259788e-05,0.275543489456177
0.0574960471467587,4050,-0.113394841324986,0.275809288024903,0.272569456100464,309,309,7.91504518171625e-05,0.274189372062684
0.0574960471467587,4060,-0.110928748829793,0.27193416595459,0.26877293586731,96,96,2.45904316325165e-05,0.27035355091095
0.0574960471467587,4075,-0.107240975750608,0.267535409927369,0.264536800384522,450,450,0.000115267648277421,0.266036105155946
0.0574960471467587,4080,-0.106014734027364,0.266021423339844,0.263073844909669,107,107,2.74080852570757e-05,0.264547634124757
0.0574960471467587,4085,-0.104789994131468,0.264484376907349,0.261586389541626,36,36,9.22141186219368e-06,0.263035383224487
0.0574960471467587,4090,-0.103566752388724,0.262924728393555,0.260074939727784,280,280,7.17220922615064e-05,0.26149983406067
